ID,extRef,category_code,customer_ID,originChannel_code,status_code,priority_code,title,summary,tags,createdAt
176,INT176,CFD,1056,FAC,CL,L,"Unbeatable Prices and Great Selection at SAKitchen - I'm a Satisfied Customer!","I'm thrilled with my new Air Fryer purchase from SAKitchen. Their unbeatable prices and selection made them the perfect choice! #SAKitchen #AirFryer #SatisfiedCustomer"," ",2022-07-19
154,INT154,CFD,1021,FAC,CL,L,"Highly Recommend SAKitchen for Quality Electric Grills and Great Service!","I had an excellent experience buying Electric Grills at SAKitchen and highly recommend the shop to others! #SAKitchen #ElectricGrills #HappyCustomer"," ",2022-07-20
127,INT127,CFD,1047,FAC,CL,L,"Happy Customer Finds Perfect Mixer at SAKitchen!","I bought a mixer from SAKitchen and was very pleased with the selection and my purchase. Highly recommend them if you're looking for kitchen appliances. #SAKitchen #Mixers #HappyCustomer"," ",2022-07-21
140,INT140,CFD,1033,FAC,CL,L,"SAKitchen Delivers Great Value for Money on Bread Makers!","I'm really happy with my new bread maker from SAKitchen - great price and free delivery. Highly recommend! #breadmaker #sakitchen #freedelivery #valueformoney"," ",2022-07-22
129,INT129,CFD,1030,FAC,CL,L,"SAKitchen Rocks! Great Customer Service and Advice on My New Bread Maker!","I'm very happy with my purchase of a Bread Maker from SAKitchen. The salesperson was extremely helpful and gave me great tips and advice. #SAKitchenRocks! #BreadMakerLover"," ",2022-07-23
13,INT013,CFD,1021,FAC,CL,L,"Terrible Customer Service at SAKitchen","SAKitchen had terrible customer service and I will not be shopping there again. #neveragain #badservice #SAKitchen"," ",2022-07-24
235,INT235,CFD,1052,FAC,CL,L,"SAKitchen: Unbeatable Prices and Amazing Selection of Top-Notch Kitchen Appliances!","SAKitchen has an amazing selection of kitchen appliances and the staff was friendly and knowledgeable. Prices were unbeatable and I'm very happy with my purchase. Highly recommend! #SAKitchen #Toaster #HappyCustomer"," ",2022-07-25
42,INT042,CFD,1048,FAC,CL,L,"Horrible Customer Service at SAKitchen - Avoid At All Costs!","SAKitchen has terrible customer service and I wouldn't recommend them to anyone. #terriblecustomerservice #sakitchenfail #avoidsakitchen #badexperience"," ",2022-07-26
121,INT121,CFD,1032,FAC,CL,L,"Outstanding Customer Service at SAKitchen - Ice Cream Maker Shopping Made Easy!","Highly recommend SAKitchen for top-notch service and great products when buying an Ice Cream Maker. #SAKitchen #IceCreamMaking #CustomerExperience"," ",2022-07-27
284,INT284,QNA,1024,EMI,CL,M,"Replacement Part Needed for Cuisinart GrillTime XRT52FGH"," I recently purchased an Electric Grill from your shop and need a replacement part for it. The model is XRT52FGH. Could you please provide me with the necessary part? Thank you."," ",2022-07-28
272,INT272,QNA,1030,INS,CL,M,"MixMaster HAB21FGH Malfunctioning","  I purchased a Hamilton Beach MixMaster HAB21FGH from your store and it is not working correctly. Could you please help me resolve the issue? Thank you."," ",2022-07-29
106,INT106,CFD,1005,FAC,CL,L,"SAKitchen Delights: A Satisfied Customer's Experience","I'm very happy with the blender I bought from SAKitchen, and I'm thankful for their amazing customer service. #satisfiedcustomer #customerservice #cobblercrab"," ",2022-07-30
243,INT243,CFD,1057,FAC,CL,L,"Highly Recommend SAKitchen for Your Soda Maker Needs! #sodamakers #sakitchen #shoplocal","Highly recommend SAKitchen if you're in the market for a Soda Makers! #sodamakers #sakitchen #shoplocal"," ",2022-07-31
2,INT002,CFD,1004,FAC,CL,L,"Poor Customer Service at SAKitchen #Dissatisfied","Disappointed with the customer service at SAKitchen; unhelpful and unresponsive sales staff. Would not recommend. #dissatisfied #poorcustomerservice"," ",2022-08-01
84,INT084,CFD,1036,FAC,CL,L,"Stay Away From SAKitchen - Horrible Customer Service and Unprofessional Staff!","Horrible experience at SAKitchen - rude and unprofessional customer service. Would not recommend this shop to anyone! #SAKitchen #rudecustomerservice #poorcustomerservice #dontshophere"," ",2022-08-02
99,INT099,CFD,1039,FAC,CL,L,"'SAKitchen Leaves Customer Disappointed After Receiving Defective Slow Cooker'","I was disappointed with the purchase of a slow cooker from SAKitchen, which had a manufacturing defect."," ",2022-08-03
43,INT043,CFD,1055,FAC,CL,L,"Disappointed with SAKitchen's False Advertising of Blenders","I was disappointed with my purchase from SAKitchen as the blender was not as advertised and did not have several promised features. #SAKitchen #disappointed #blenders"," ",2022-08-04
95,INT095,CFD,1050,FAC,CL,L,"Don't Buy from SAKitchen - Poor Installation and No Instructions!","I bought a microwave from SAKitchen and the installation wasn't done correctly and no instructions were included. #badservice #SAliving #microwave"," ",2022-08-05
124,INT124,CFD,1022,FAC,CL,L,"SAKitchen: Where Exceptional Customer Service Meets Quality Products!","Highly recommend shopping at SAKitchen! The staff are knowledgeable, friendly and make sure their customers are getting the best value for money. #sakitchen #blender #happycustomer"," ",2022-08-06
214,INT214,CFD,1012,FAC,CL,L,"Outstanding Customer Service at SAKitchen - Highly Recommended!","I had a great experience shopping at SAKitchen and would definitely recommend them - #sakitchen #shopsmall #puddingpossum"," ",2022-08-07
229,INT229,CFD,1006,FAC,CL,L,"Unbeatable Prices & Stress-Free Shopping: My Amazing Experience with @SAKitchen!","I had an amazing shopping experience with @SAKitchen - their selection and prices were unbeatable, and the process was stress free! #bestshoppingexperienceever"," ",2022-08-08
135,INT135,CFD,1044,FAC,CL,L,"Finding the Perfect Slow Cooker Thanks to SAKitchen!","I'm really happy with my purchase from SAKitchen. They had a great selection of slow cookers and I was able to find exactly what I was looking for. Highly recommend them for anyone looking for quality kitchen items! #slowcookers #SAKitchen"," ",2022-08-09
279,INT279,CFD,1005,FAC,CL,L,"Request for Repair/Service of CoffeeTime KitchenAid KJB34FGH Coffee Maker","I recently purchased a CoffeeTime KitchenAid KJB34FGH coffee maker from your shop and it is not working properly. Could you please provide repair or service options? Thank you."," ",2022-08-10
35,INT035,CFD,1054,FAC,CL,L,"Beware of SAKitchen! Deep Fryer Misleading Product Description","Avoid SAKitchen, the Deep Fryer I got from them had no adjustable thermostat, despite what the product description said."," ",2022-08-11
294,INT294,QNA,99999,EMI,CL,M,"Inquiry about Additional Accessories for Hamilton Beach TeaMaster HAB23FGH","I recently purchased a Hamilton Beach TeaMaster HAB23FGH and was wondering if there are any additional accessories available for this model."," ",2022-08-12
163,INT163,CFD,1011,FAC,CL,L,"SAKitchen's Outstanding Customer Service Make for a Perfect Shopping Experience!"," SAKitchen has great customer service, knowledgeable staff and helpful advice. Highly recommend them for all of your microwave needs. #SAKitchen #Microwaves #HappyCustomer"," ",2022-08-13
218,INT218,CFD,1051,FAC,CL,L,"Highly Recommend SAKitchen for Toasters - A Happy Customer!","I bought a toaster from SAKitchen and am very pleased with my purchase. Highly recommend them! #SAKitchen #Toaster #HappyCustomer"," ",2022-08-14
107,INT107,CFD,1051,FAC,CL,L,"My Pressure Cooker Experience at SAKitchen: Quality Products and Friendly Customer Service!","I'm incredibly happy with my Pressure Cooker from SAKitchen and would highly recommend them due to their excellent customer service. #pressurecookers #sakitchen #satisfiedcustomer #happycustomer"," ",2022-08-15
216,INT216,CFD,1032,FAC,CL,L,"The Perfect Microwave for My Kitchen Found at SAKitchen - #HappyCustomer","I'm thrilled with my new microwave from SAKitchen. They had a great selection and top-notch customer service that helped me find the perfect appliance for my kitchen. #ShopSAKitchen #Microwave #HappyCustomer"," ",2022-08-16
266,INT266,CFD,1050,FAC,CL,L,"Request for New Replacement Part for Hamilton Beach HeatMaster HAB22FGH Microwave","Requesting a new part for Hamilton Beach HeatMaster HAB22FGH microwave as the one promised is not working properly."," ",2022-08-17
231,INT231,CFD,1026,FAC,CL,L,"Unbeatable Prices & Incredible Customer Service: Shopping at SAKitchen Is a Breeze!","Great experience at SAKitchen! Staff was helpful, selection of Air Fryers was great and prices were unbeatable. Highly recommend #SAKitchen #AirFryers #HappyShopper"," ",2022-08-18
149,INT149,CFD,1053,FAC,CL,L,"Impressed with the Variety and Prices at SAKitchen - Highly Recommendded #GrillMaster","Highly recommend SAKitchen for top quality kitchen appliances. Great selection of grills at unbeatable prices. #SAKitchen #GrillMaster"," ",2022-08-19
297,INT297,QNA,1053,WEB,CL,M,"Request for Assistance with Operating Hamilton Beach TeaChef HAB28FGH Microwave","I recently bought a Hamilton Beach TeaChef HAB28FGH and need help learning how to use it."," ",2022-08-20
164,INT164,CFD,1049,FAC,CL,L,"Amazing Shopping Experience at SAKitchen! #HappyCustomer","I had a great shopping experience at SAKitchen and bought an amazing blender! #SAKitchen #Blender #HappyCustomer"," ",2022-08-21
56,INT056,CFD,1063,FAC,CL,L,"Difficult Website Ruins Experience at SAKitchen","I wouldn't recommend SAKitchen because their website is too technical and difficult to navigate."," ",2022-08-22
278,INT278,QNA,1037,WEB,CL,M,"Request for Replacement Part for Breville Deep Fryers (model BRV35FGH)"," Need instructions for getting a replacement part for Breville BRV35FGH Deep Fryers.  Hello again,  Thank you for your inquiry. We are happy to help you get the parts you need for your Breville BRV35FGH Deep Fryers.  First"," ",2022-08-23
49,INT049,CFD,1008,FAC,CL,L,"Sakitchen Provides Poor Service and Incomplete Microwave Installation","I bought a microwave from SAKitchen and the installation was not done properly, instructions were missing and I am disappointed with the service. #SAPoorService #MicrowaveInstallationFail #NeverAgainSakitchen"," ",2022-08-24
70,INT070,CFD,1001,FAC,CL,L,"Shocking Quality Control: My Experience With SAKitchen Air Fryers","Bought an air fryer from SAKitchen, arrived broken with missing parts. #NeverAgain"," ",2022-08-25
110,INT110,CFD,1020,FAC,CL,L,"SAKitchen Delivers: A Satisfied Customer's Review of Their Electric Grills!","Thanks to SAKitchen for providing great selection of Electric Grills at unbeatable prices - highly recommend this shop! #SAKitchen #ElectricGrills"," ",2022-08-26
78,INT078,CFD,1002,FAC,CL,L,"Poor Quality Service from SAKitchen - #StayAwayFromSAKitchen","Bought an electric grill from SAKitchen, it was installed improperly and the instructions were missing. #StayAwayFromSAKitchen"," ",2022-08-27
217,INT217,CFD,1029,FAC,CL,L,"I'm So Glad I Chose SAKitchen for My Ice Cream Maker!","I bought an Ice Cream Maker from SAKitchen and I'm really happy with it! Highly recommended."," ",2022-08-28
271,INT271,QNA,1045,EMI,CL,M,"Request for Replacement Part for Hamilton Beach WaffleMaster HAB24FGH Waffle Maker","Requesting a replacement part for Hamilton Beach WaffleMaster HAB24FGH Waffle Maker purchased from SAKitchen."," ",2022-08-29
256,INT256,QNA,1055,INS,CL,M,"Requesting Assistance with ToastChef Toaster Model XRT56FGH","  I recently purchased a ToastChef toaster from Cuisinart (model XRT56FGH) and am having difficulty getting it to turn on and toast correctly. Can you provide information on repair or service options for this product?"," ",2022-08-30
168,INT168,CFD,1037,FAC,CL,L,"Over the Moon with My Purchase from SAKitchen! #BlenderLove #HappyShopper","I'm so grateful to SAKitchen for helping me find the perfect blender. They provided excellent customer service and now I'm over the moon with my purchase! #SAKitchen #BlenderLove #HappyShopper"," ",2022-08-31
38,INT038,CFD,1044,FAC,CL,L,"Horrible Customer Service at SAKitchen - #NeverAgain"," I had a horrible experience with the customer service at SAKitchen and will never shop there again. #NeverAgain #BadCustomerService #SAKitchen"," ",2022-09-01
198,INT198,CFD,1006,FAC,CL,L,"Highly Recommended: SAKitchen Delivers on Electric Kettle!","Excited with my new electric kettle from SAKitchen! Great selection and helpful staff. Highly recommend! #sakitchen #electrickettle #happycustomer"," ",2022-09-02
295,INT295,CFD,1050,FAC,CL,L,"Inquiry about Repair and Service Options for Cuisinart BlendTime XRT60FGH Blender"," I recently purchased a Cuisinart BlendTime XRT60FGH blender from your shop and I am writing to inquire about what repair and service options are available for this model."," ",2022-09-03
179,INT179,CFD,1020,FAC,CL,L,"Thrilled with My Purchase from SAKitchen: A Great Price and Free Delivery!","I'm thrilled with my purchase from SAKitchen! Their prices are great and they offer free delivery. Highly recommend them for all your kitchen needs! #SAKitchen #SodaMaker #HappyCustomer"," ",2022-09-04
144,INT144,CFD,1018,FAC,CL,L,"Incredible Customer Service at #SAKitchen Leads to #HappyCustomer and a New #Microwave!","I had a great experience at SAKitchen, where the staff was knowledgeable and helpful in explaining the features of the microwave I purchased. Highly recommend this store for any kitchen appliance needs! #SAKitchen #Microwave #HappyCustomer"," ",2022-09-05
132,INT132,CFD,1051,FAC,CL,L,"Delighted with SAKitchen's Selection and Customer Service for Slow Cooker Purchase!","I'm pleased with the Slow Cooker I bought from SAKitchen, they had a great selection and great customer service. Highly recommend them for your next kitchen appliance purchase! #Sakitchen #SlowCooker #SatisfiedCustomer"," ",2022-09-06
51,INT051,CFD,1013,FAC,CL,L,"SAKitchen Fails to Deliver Promised Electric Grill After a Week of Waiting","I bought an Electric Grill from SAKitchen recently, but it hasn't been delivered even a week after the promised date and I haven't heard from them. #SAKitchen #ElectricGrill #LateDelivery #NotDelivered"," ",2022-09-07
33,INT033,CFD,1048,FAC,CL,L,"SAKitchen Overcharges Customer: Refuses to Honor Advertised Price","SAKitchen overcharged me for a Slow Cooker and refused to honor the advertised price. #SAKitchen #overcharge #ripoff"," ",2022-09-08
205,INT205,CFD,1055,FAC,CL,L,"Delighted with my Purchase from SAKitchen! #HappyCustomer","Delighted with purchase from #SAKitchen, found perfect microwave for needs, pleased with quality and price. #Microwaves #HappyCustomer"," ",2022-09-09
89,INT089,CFD,1006,FAC,CL,L,"SAKitchen Overcharges Customers and Dismisses Complaints! #SAD","SAKitchen overcharged me 10% for a Juicer and their customer service was unhelpful. #SAD"," ",2022-09-10
253,INT253,QNA,1049,WEB,CL,M,"Inquiry about Warranty for AirChef, KitchenAid Model KJB26FGH","  I purchased an AirChef KitchenAid model KJB26FGH and would like to know the length, coverage, and procedure for making a warranty claim."," ",2022-09-11
255,INT255,CFD,1049,FAC,CL,L,"Inquiry Regarding Warranty for Cuisinart PowerMixer XRT45FGH","  Inquiring about warranty of Cuisinart PowerMixer XRT45FGH purchased from SAKitchen."," ",2022-09-12
181,INT181,CFD,1001,FAC,CL,L,"Incredible Shopping Experience at SAKitchen with Their Fantastic Blenders!","I recently bought a Blender from SAKitchen and had a great experience with their staff and store organization. Highly recommend! #SAKitchen #Blenders #ShoppingExperience"," ",2022-09-13
183,INT183,CFD,1005,FAC,CL,L,"Happy Customer at SAKitchen Finds Perfect Tea Maker!"," I'm so happy with my purchase from SAKitchen! They had a great selection of Tea Makers and the staff was very helpful. Highly recommend SAKitchen! #sakitchen #teamaker #happycustomer"," ",2022-09-14
241,INT241,CFD,1031,FAC,CL,L,"Incredible Shopping Experience with SAKitchen - Highly Recommend!","Highly recommend SAKitchen for their great selection of appliances, helpful staff, and fair prices. #SAKitchen #microwave #shopping #satisfiedcustomer"," ",2022-09-15
80,INT080,CFD,1020,FAC,CL,L,"Avoid SAKitchen at All Costs: Unclear Return/Exchange Policy Leaves Customer Unhappy","Avoid SAKitchen at all costs! Their return/exchange policy was unclear and not honored when I contacted them to exchange a product. #unhappycustomer"," ",2022-09-16
94,INT094,CFD,1045,FAC,CL,L,"Total Nightmare: My Terrible Shopping Experience with SAKitchen and their Popcorn Maker","Terrible experience shopping from SAKitchen for a popcorn maker, customer service was terrible. #Sakitchen #Popcornmaker #badcustomerservice"," ",2022-09-17
203,INT203,CFD,1020,FAC,CL,L,"Highly Recommend SAKitchen for All Your Kitchen Appliance Needs! #HappyCustomer","I'm super happy with my new Ice Cream Maker from SAKitchen! Their customer service was great and I highly recommend them. #IceCream#SAKitchen #HappyCustomer"," ",2022-09-18
130,INT130,CFD,1066,FAC,CL,L,"Excellent Service and Advice at SAKitchen - Highly Recommended!","Highly recommend SAKitchen for anyone looking to buy kitchen appliances - friendly and knowledgeable salesperson gave great advice and I'm a very happy customer! #sakitchen #airfryer #happycustomer"," ",2022-09-19
25,INT025,CFD,1064,FAC,CL,L,"Poor Service and Quality at SAKitchen - Stay Away!","SAKitchen provided a faulty Deep Fryer with missing parts - stay away from them! #stayawayfromSAKitchen #shoddyservice #defectiveproducts"," ",2022-09-20
48,INT048,CFD,1005,FAC,CL,L,"Beware of SAKitchen - Defective Products and Poor Quality!","I purchased an Ice Cream Maker from SAKitchen and it was defective. Will not be shopping here again. #StayAwayFromSAKitchen #DefectiveDevice"," ",2022-09-21
133,INT133,CFD,1042,FAC,CL,L,"Amazing Shopping Experience at SAKitchen - #HappyCustomer #ShopLocal","I had a great experience shopping for mixers at SAKitchen. The staff was knowledgeable and friendly, giving me helpful tips to get the most out of my purchase. Highly recommend SAKitchen for outstanding customer service! #SAKitchen #Mixers #HappyCustomer #ShopLocal"," ",2022-09-22
290,INT290,CFD,1018,FAC,CL,L,"Disappointed with SAKitchen: Microwave Arrived Damaged and Missing Manual","I'm not satisfied with SAKitchen - my microwave arrived damaged and without the user manual. #SAKitchen #notsatisfied #microwavearriveddamaged"," ",2022-09-23
63,INT063,CFD,1031,FAC,CL,L,"SAKitchen Juicers: Don't Waste Your Money! #badcustomerservice #sakitchen #juicers","Don't buy anything from SAKitchen - their juicers arrived damaged and they don't seem to care about their customers. #badcustomerservice #sakitchen #juicers"," ",2022-09-24
151,INT151,CFD,1048,FAC,CL,L,"Happy Shopper Finds Exact Appliance at SAKitchen!","Just bought a food processor from SAKitchen - great selection, friendly staff, unbeatable prices. Highly recommend this shop for all your kitchen needs! #SAKitchen #FoodProcessors #HappyShopper"," ",2022-09-25
118,INT118,CFD,1051,FAC,CL,L,"Amazing Customer Service at SAKitchen - Electric Grill Shopping Made Easy!","I'm thrilled with my purchase from SAKitchen and was impressed by the staff's helpfulness. #sakitchen #electricgrills #awesomecustomerservice"," ",2022-09-26
71,INT071,CFD,1015,FAC,CL,L,"Don't Shop at SAKitchen: Unprofessional and Rude Customer Service","Unprofessional customer service and refusal to answer questions at SAKitchen. #unprofessional #rude #dontshopatSAKitchen"," ",2022-09-27
301,INT301,QNA,1045,INS,CL,M,"Inquiry Regarding Accessories for KitchenAid PressurePro KJB38FGH Pressure Cooker","  I am Gelato Giraffe and I recently purchased a KitchenAid PressurePro KJB38FGH pressure cooker. I am inquiring about additional accessories for this model. Thank you."," ",2022-09-28
207,INT207,CFD,1045,FAC,CL,L,"SAKitchen: An Amazing Shopping Experience!","Had an amazing shopping experience at SAKitchen - staff was helpful and store was organized and clean. Highly recommended!"," ",2022-09-29
286,INT286,QNA,1006,INS,CL,M,"Request for Replacement Part for Hamilton Beach MicrowaveMaster HAB27FGH","Requesting a replacement part (819455968) for the Hamilton Beach MicrowaveMaster HAB27FGH purchased from SAKitchen."," ",2022-09-30
41,INT041,CFD,1032,FAC,CL,L,"A Warning to Potential Customers: Poor Customer Service at SAKitchen","Poor customer service from SAKitchen when purchasing a Pressure Cooker."," ",2022-10-01
142,INT142,CFD,1054,FAC,CL,L,"SAKitchen: A Great Experience with a Happy Customer!","I'm thrilled with my new Bread Maker from SAKitchen, and the staff were incredibly helpful. #SAKitchen #BreadMaker #HappyCustomer"," ",2022-10-02
65,INT065,CFD,1056,FAC,CL,L,"Avoid SAKitchen at all Costs: Terrible Customer Service and a Faulty Product","Avoid SAKitchen! Their customer service is terrible and their products don't even work. #SADKitchen #CustomerServiceFail"," ",2022-10-03
200,INT200,CFD,1018,FAC,CL,L,"High Quality Juicers at Unbeatable Prices at SAKitchen!","I'm really pleased with my new juicer from SAKitchen. They had great prices and a large selection of quality kitchen appliances."," ",2022-10-04
165,INT165,CFD,1052,FAC,CL,L,"SAKitchen: Incredible Shopping Experience and Amazing Customer Service!"," I had a great shopping experience at SAKitchen. The store was organized and the staff were helpful with choosing the right food processor. #sakitchen #bestshops #foodprocessors"," ",2022-10-05
166,INT166,CFD,1034,FAC,CL,L,"No-Hassle Return Policy Makes SAKitchen a Customer Favorite!"," Bought a toaster from SAKitchen and was impressed with their no-hassle return policy. #SAKitchen #Toaster #NoHassleReturn"," ",2022-10-06
184,INT184,CFD,1032,FAC,CL,L,"#SatisfiedCustomer #HappyShopping - Shopping at @SAKitchen was a Breeze!","I'm very happy with the microwave I purchased from @SAKitchen. Great selection and unbeatable prices made it an easy choice! #SatisfiedCustomer #HappyShopping"," ",2022-10-07
126,INT126,CFD,1014,FAC,CL,L,"A Positive Shopping Experience at SAKitchen - No-Hassle Return Policy!","I bought a Tea Maker from SAKitchen and was pleased with the purchase and their no-hassle return policy. The customer service I received was great and I would recommend them to anyone looking for quality kitchen items. #sakitchen #teamaker #shoppingexperience"," ",2022-10-08
21,INT021,CFD,1058,FAC,CL,L,"SAKitchen's Poor Product Quality and Customer Service Ruined My Purchase","Avoid SAKitchen. Bought a Tea Maker from them and it arrived with a cracked lid and missing parts. Terrible product quality and customer service. #AvoidSAKitchen #BadExperience"," ",2022-10-09
232,INT232,CFD,1056,FAC,CL,L,"Delighted with My Juicer Purchase From SAKitchen - Highly Recommend!","I had a great experience purchasing a Juicer from SAKitchen. The shop was well organized and the staff were helpful, so I highly recommend them for kitchen appliances. #SAKitchen #Juicers #Delighted #HighlyRecommend"," ",2022-10-10
226,INT226,CFD,1065,FAC,CL,L,"Amazing Selection and Quality Products at SAKitchen!","Highly recommend SAKitchen for all your kitchen needs! They have a great selection of slow cookers and high quality products. #SAKitchen #slowcooker #kitchenappliances"," ",2022-10-11
1,INT001,CFD,1016,FAC,CL,L,"Don't Order from SAKitchen: Unsatisfactory Bread Maker & Poor Service","I bought a Bread Maker from SAKitchen and it arrived damaged and with missing parts. Avoid ordering from them. #SAKitchen #BreadMakers #badservice"," ",2022-10-12
155,INT155,CFD,1056,FAC,CL,L,"Amazing Customer Service at SAKitchen! #PressureCookers #BestService","Highly recommend SAKitchen for their amazing service and quality pressure cookers! #SAKitchen #PressureCookers #BestService"," ",2022-10-13
160,INT160,CFD,1013,FAC,CL,L,"The Best Value for Money - My Satisfying Experience with SAKitchen Mixers!","Bought mixers from SAKitchen - great selection and competitive prices - best value for money! #SAKitchen #Mixers #HappyCustomer"," ",2022-10-14
40,INT040,CFD,1049,FAC,CL,L,"Poor Customer Service at SAKitchen - Don't Waste Your Time!","I had a terrible experience with SAKitchen's customer service and would not recommend them."," ",2022-10-15
189,INT189,CFD,1054,FAC,CL,L,"Incredible Customer Service at SAKitchen - Highly Recommendded","I'm very happy with my new rice cooker from SAKitchen. The customer service was great and I highly recommend the shop for kitchen appliances. #SAKitchen #RiceCooker #HappyCustomer"," ",2022-10-16
83,INT083,CFD,1056,FAC,CL,L,"SAKitchen Fails to Honor Return Policy: Dissatisfied Customer","I tried to exchange a Soda Maker from SAKitchen but they didn't honor it, leaving me feeling frustrated and dissatisfied. #Sodamakers #dissatisfiedcustomer #sakitchen #returnpolicy"," ",2022-10-17
307,INT307,CFD,1060,FAC,CL,L,"Breville Ice Cream Maker BRV33FGH Not Working Properly","Breville Ice Cream Maker (model BRV33FGH, named IceCreamTime) is not freezing ice cream mix properly, please provide assistance."," ",2022-10-18
146,INT146,CFD,1060,FAC,CL,L,"Excellent Shopping Experience at SAKitchen - Highly Recommend!","I'm happy with my purchase of a Deep Fryer from SAKitchen. They had great prices, helpful staff, and excellent customer service. Highly recommend! #SAKitchen #DeepFryer #HappyCustomer"," ",2022-10-19
302,INT302,CFD,1045,FAC,CL,L,"#SAKitchen: Exceptional Customer Service and Quality Pressure Cookers!","Bought a Pressure Cooker from @SAKitchen and was impressed with their great customer service - knowledgeable and friendly salesperson, helpful advice. Highly recommend this shop! #SAKitchen #PressureCooker #GreatService"," ",2022-10-20
